User ID,Nombre_Completo,Rol_Hospitalario,Pais_Residencia,Ciudad_Base,Turno_Asignado,Estado_Cuenta,Fecha_Ingreso
-4740361544620851839,Mary Ryan,Enfermero/a,CO,Barranquilla,Diurno,Activo,2022-07-24
-4735109601808607996,Christopher Medina,Médico Especialista,AR,Córdoba,Nocturno,Inactivo,2021-06-09
-4723857387824563137,Courtney Smith,Enfermero/a,CO,Cali,Tarde,Activo,2016-11-18
-4717046724476172371,Michael Stephens,Enfermero/a,MX,Ciudad de México,Nocturno,Activo,2021-06-19
-4716891416529778266,Danielle Reed,Médico General,CO,Cali,Nocturno,Activo,2019-02-28
-4709499284168398983,Molly Rodriguez,Auxiliar de Enfermería,CO,Cali,Diurno,Activo,2023-12-18
-4708706536425295895,Ralph Stephenson,Auxiliar de Enfermería,CO,Bucaramanga,Nocturno,Inactivo,2016-10-26
-4690137848335761030,Brian Johnson,Farmacéutico/a,CO,Ibagué,Administrativo,Activo,2022-01-21
-4686373957538082030,Amber Yang,Farmacéutico/a,AR,Córdoba,Tarde,Activo,2020-04-19
-4685129390248817958,Daniel Shields,Farmacéutico/a,EC,Cuenca,Diurno,Activo,2017-03-09
-4683593786737801047,Donna Cabrera,Enfermero/a,CO,Ibagué,Administrativo,Activo,2023-04-06
-4679597424555150716,Kyle Chambers,Personal de Laboratorio,CO,Cali,Administrativo,Activo,2019-07-26
-4674663187235380584,Charles Keller,Auxiliar de Enfermería,CO,Bogotá,Tarde,Activo,2018-09-01
-4670957449910423013,Antonio Fry,Enfermero/a,CO,Bogotá,Tarde,Activo,2024-08-05
-4664071174867545376,Lori Simmons,Auxiliar de Enfermería,CO,Cali,Diurno,Activo,2021-02-20
-4656111852181501342,Teresa Powers,Enfermero/a,AR,Buenos Aires,Nocturno,Activo,2023-10-01
-4645468631149517644,Jason Hernandez,Auxiliar de Enfermería,MX,Monterrey,Tarde,Activo,2020-01-25
-4633878758506479371,Kara Atkinson,Personal de Laboratorio,CO,Bogotá,Diurno,Activo,2019-05-21
-4624830089536341687,Renee Melendez,Administrativo - RRHH,CO,Bogotá,Nocturno,Activo,2021-09-27
-4624478776445357423,Kristin Anderson,Personal de TI / Soporte,CO,Ibagué,Administrativo,Activo,2018-11-12
-4617397455682633108,Matthew Nielsen,Auxiliar de Enfermería,CO,Barranquilla,Nocturno,Activo,2024-04-20
-4615631748568950485,Nathaniel Lee,Auxiliar de Enfermería,CO,Cali,Diurno,Activo,2019-02-04
-4589419310895063382,Lindsey Russo,Personal de Laboratorio,CO,Bucaramanga,Diurno,Activo,2018-05-16
-4554984973440820166,Misty Hansen,Enfermero/a,CO,Cali,Administrativo,Inactivo,2020-12-28
-4542697048121350016,Felicia Krueger,Administrativo - Facturación,CO,Barranquilla,Administrativo,Activo,2016-10-25
-4528038722399453868,Tonya Wilson,Auxiliar de Enfermería,MX,Ciudad de México,Tarde,Activo,2025-09-03
-4526306450867073797,David Munoz,Médico Especialista,CO,Barranquilla,Nocturno,Activo,2018-07-09
-4525207296098227773,Kristen Rowe,Médico Especialista,CO,Ibagué,Tarde,Activo,2020-02-08
-4524136939632539433,Heather Green,Administrativo - Facturación,CO,Medellín,Tarde,Activo,2021-04-17
-4517093190811662363,Brett Zavala MD,Médico Especialista,PE,Arequipa,Diurno,Activo,2024-03-27
-4515820852441396687,Jacqueline Gutierrez,Enfermero/a,CO,Bogotá,Diurno,Activo,2021-09-28
-4515294699550182203,Charles Green,Enfermero/a,CO,Bucaramanga,Diurno,Activo,2025-02-02
-4493313034387006348,Jennifer Hernandez,Médico General,CO,Barranquilla,Nocturno,Activo,2019-08-25
-4472113092021935350,Roy Porter,Enfermero/a,CO,Bogotá,Diurno,Activo,2022-07-27
-4433842563217793273,Dawn Underwood,Personal de Laboratorio,CO,Ibagué,Diurno,Activo,2025-05-17
-4425813917039607271,Katherine Jackson,Médico Especialista,MX,Guadalajara,Tarde,Activo,2023-11-01
-4414050021532465355,Nathan Freeman,Administrativo - Facturación,CO,Cali,Diurno,Activo,2024-12-05
-4405679072381552540,Maria Brown,Administrativo - Facturación,CO,Barranquilla,Diurno,Inactivo,2016-12-25
-4400721507609156316,Theresa Barnett,Enfermero/a,CO,Bogotá,Tarde,Activo,2023-07-23
-4385161054149791059,Ryan Hall,Médico General,MX,Monterrey,Tarde,Activo,2023-01-16
-4368152770282185375,Jonathan Brooks,Auxiliar de Enfermería,AR,Rosario,Nocturno,Activo,2022-03-28
-4346442280892539753,Lisa Webb,Médico Especialista,MX,Monterrey,Administrativo,Activo,2021-01-25
-4344327123904054643,Juan Smith,Enfermero/a,CO,Bucaramanga,Diurno,Inactivo,2021-06-11
-4323088658074774193,William Smith,Personal de TI / Soporte,MX,Ciudad de México,Administrativo,Activo,2023-12-30
-4322973699031465841,Renee Browning,Directivo / Gerencia,CO,Bucaramanga,Administrativo,Activo,2017-08-22
-4322871654935496075,Chase Lee,Personal de Laboratorio,CO,Cali,Nocturno,Activo,2021-06-01
-4322672625763511780,Debra Sanders,Enfermero/a,CO,Ibagué,Nocturno,Activo,2020-01-14
-4314488563067189378,Karl Branch,Farmacéutico/a,MX,Monterrey,Nocturno,Activo,2018-09-17
-4313589547966266294,Sarah Valdez,Farmacéutico/a,CO,Bucaramanga,Nocturno,Inactivo,2024-05-26
-4292189176650445788,Anna Gray,Enfermero/a,CO,Barranquilla,Nocturno,Activo,2021-08-26
-4285898140130591627,Adam Jackson,Farmacéutico/a,CO,Cali,Diurno,Activo,2021-03-06
-4272501482874603989,Richard Knight,Médico Especialista,CO,Barranquilla,Administrativo,Activo,2024-05-26
-4271602652972765344,Joseph Williams,Médico General,CO,Bucaramanga,Tarde,Activo,2018-07-31
-4265893446997752372,Stacy Alvarez,Auxiliar de Enfermería,CO,Cali,Nocturno,Activo,2017-02-05
-4243095324744996038,Timothy Lam,Médico General,AR,Rosario,Tarde,Activo,2021-10-01
-4232387469157909657,Timothy Edwards,Médico General,CO,Medellín,Diurno,Activo,2025-05-01
-4231978290098684623,Nicole Marquez,Administrativo - Facturación,CO,Medellín,Tarde,Activo,2020-04-06
-4225979789401520243,Christopher Allen,Directivo / Gerencia,CO,Barranquilla,Tarde,Activo,2024-03-10
-4181318595063175081,Steven Rivera,Auxiliar de Enfermería,CO,Bucaramanga,Tarde,Activo,2023-06-24
-4165118724432580591,William Ramsey,Administrativo - Facturación,EC,Guayaquil,Diurno,Activo,2021-03-09
-4155637505355431185,Amy Kim,Directivo / Gerencia,CO,Bucaramanga,Diurno,Activo,2024-03-23
-4147671036735880531,Randy Friedman,Médico Especialista,CO,Bucaramanga,Tarde,Activo,2020-03-31
-4146841954874317273,Alyssa Nelson,Enfermero/a,CO,Medellín,Tarde,Activo,2025-08-11
-4145517071455117026,Henry Pugh MD,Enfermero/a,EC,Cuenca,Administrativo,Activo,2022-10-18
-4140614385245350086,Angelica Montgomery,Médico Especialista,CO,Ibagué,Diurno,Activo,2023-11-11
-4138062802512991295,Angela Moore,Personal de Laboratorio,MX,Monterrey,Diurno,Activo,2023-01-31
-4095786121321751849,Nancy Stewart,Enfermero/a,CO,Barranquilla,Diurno,Activo,2017-08-21
-4090956269310960807,Eric Ward,Enfermero/a,CO,Ibagué,Tarde,Activo,2019-02-08
-4090529851024039018,Cody Cole,Médico General,CO,Bogotá,Tarde,Activo,2021-09-02
-4070572614007073767,Alexander Gomez,Médico General,CO,Cali,Nocturno,Activo,2017-07-07
-4067066292942743021,Erika Cruz,Personal de TI / Soporte,CO,Cali,Administrativo,Activo,2019-04-22
-4057607510195673311,Bradley Santana,Médico Especialista,CO,Medellín,Diurno,Activo,2024-10-28
-4055364552765592443,Laura Jackson,Médico General,MX,Puebla,Nocturno,Activo,2020-02-08
-4045390624106899677,Eric Snyder,Enfermero/a,MX,Monterrey,Diurno,Activo,2017-03-31
-4031487522287993967,Jason Washington,Auxiliar de Enfermería,MX,Puebla,Diurno,Activo,2017-05-15
-4030206747338546587,David Weber,Auxiliar de Enfermería,CO,Barranquilla,Tarde,Activo,2022-01-08
-4018437604686025779,Brian Torres,Auxiliar de Enfermería,CO,Barranquilla,Diurno,Activo,2025-03-20
-4013899871652129052,Manuel Brock,Médico Especialista,EC,Cuenca,Nocturno,Activo,2019-08-24
-3996068884913559507,Robert Villarreal,Médico General,CO,Medellín,Nocturno,Activo,2025-06-12
-3993174472589864908,Frank Valentine,Administrativo - Facturación,CO,Ibagué,Nocturno,Activo,2018-06-27
-3992008508794065840,Vincent Novak,Auxiliar de Enfermería,ES,Sevilla,Tarde,Inactivo,2019-04-20
-3987561215202567505,Katherine Johnston,Farmacéutico/a,CO,Bucaramanga,Nocturno,Activo,2018-11-10
-3986562946607925602,Robert Long,Farmacéutico/a,CO,Medellín,Tarde,Activo,2017-09-14
-3965820344807152142,Leslie Gardner,Personal de Laboratorio,MX,Ciudad de México,Diurno,Activo,2022-10-24
-3964668015386179696,Tiffany Murray,Médico Especialista,CO,Cali,Diurno,Activo,2023-01-20
-3957194227881725884,Eddie Schwartz,Enfermero/a,CO,Ibagué,Nocturno,Activo,2024-01-18
-3933381968296790532,Jennifer Porter,Auxiliar de Enfermería,CO,Bucaramanga,Administrativo,Activo,2022-05-18
-3929512813571205386,Matthew Espinoza,Enfermero/a,CO,Bucaramanga,Diurno,Activo,2023-10-12
-3920222395924167957,William Mendoza,Administrativo - Facturación,PE,Cusco,Tarde,Activo,2020-04-14
-3920004832785792206,Tami Holt,Auxiliar de Enfermería,CO,Cali,Nocturno,Activo,2021-07-27
-3900638217613634906,Heather Woodard,Personal de Laboratorio,CO,Bogotá,Nocturno,Activo,2021-07-05
-3899540930178809937,Angela Mack,Administrativo - Facturación,AR,Buenos Aires,Tarde,Activo,2022-08-06
-3896122993454818054,Matthew Williams,Auxiliar de Enfermería,CO,Bucaramanga,Nocturno,Activo,2025-07-13
-3890912447781122563,Jennifer Goodwin,Personal de TI / Soporte,ES,Valencia,Nocturno,Activo,2025-05-15
-3877913434938816466,Adam Green,Auxiliar de Enfermería,CO,Medellín,Administrativo,Activo,2021-04-10
-3860009350004899654,Lauren Johnston,Administrativo - Facturación,CO,Medellín,Diurno,Inactivo,2020-09-09
-3838429531929404092,Raymond Chapman,Enfermero/a,CO,Medellín,Administrativo,Inactivo,2021-03-08
-3836498602282374309,Alexander Garcia,Auxiliar de Enfermería,CO,Bogotá,Diurno,Activo,2020-06-03
-3835151765525612862,Audrey Shepard,Auxiliar de Enfermería,ES,Madrid,Nocturno,Activo,2017-12-14
-3811391249970173738,Jesse Clark,Médico Especialista,AR,Buenos Aires,Diurno,Activo,2021-01-09
-3795252428479371633,Jeffrey Horton,Enfermero/a,EC,Guayaquil,Diurno,Activo,2019-07-20
-3783328451040484297,Robert Wilson,Personal de TI / Soporte,CO,Ibagué,Diurno,Activo,2024-04-27
-3772989665371005740,Megan Martin,Auxiliar de Enfermería,MX,Ciudad de México,Tarde,Activo,2025-07-14
-3767904807412655723,Christopher Moore,Médico General,CO,Barranquilla,Diurno,Activo,2021-09-19
-3761102978694460936,Crystal Sullivan,Enfermero/a,CL,Valparaíso,Diurno,Inactivo,2018-05-04
-3759411952737150355,Jessica Johnson,Médico General,CO,Bucaramanga,Tarde,Activo,2022-03-16
-3746671719957346834,Kevin Price,Médico Especialista,PE,Cusco,Tarde,Activo,2023-01-08
-3737899927001338379,Paul Stokes,Personal de TI / Soporte,CO,Medellín,Nocturno,Activo,2017-03-29
-3736836812221558879,Shane Lopez,Enfermero/a,CO,Bucaramanga,Administrativo,Activo,2019-08-12
-3733595190338707509,Dennis Huffman,Enfermero/a,MX,Puebla,Nocturno,Activo,2021-06-05
-3733036942337294234,Linda Carr,Auxiliar de Enfermería,CO,Barranquilla,Diurno,Activo,2021-12-17
-3724896947581943839,Ryan Williamson,Médico Especialista,CO,Barranquilla,Diurno,Inactivo,2024-01-01
-3716970774998499212,Elizabeth Mendez,Enfermero/a,EC,Quito,Administrativo,Activo,2017-06-10
-3714431683237837662,Bruce Torres,Farmacéutico/a,CO,Medellín,Diurno,Activo,2018-04-29
-3699656341505638600,Kayla Barnes,Auxiliar de Enfermería,CO,Bucaramanga,Tarde,Activo,2017-12-02
-3691489006032155496,Cody Reid,Directivo / Gerencia,CO,Bucaramanga,Administrativo,Activo,2022-12-02
-3690183330377859861,Zoe Peters,Auxiliar de Enfermería,CO,Bogotá,Administrativo,Activo,2021-01-31
-3688693018550911721,Ernest Hayes,Enfermero/a,CO,Bogotá,Tarde,Activo,2017-02-28
-3683817278759757126,Adam Taylor,Personal de Laboratorio,CL,Valparaíso,Nocturno,Activo,2024-01-06
-3672464835562298527,Kathy Simpson,Personal de TI / Soporte,EC,Quito,Tarde,Activo,2022-11-03
-3668302838346510339,Ryan Burns,Personal de Laboratorio,CO,Medellín,Nocturno,Activo,2017-06-03
-3659194682571716403,Philip Carter,Directivo / Gerencia,CO,Bucaramanga,Diurno,Activo,2019-02-25
-3643310199603962401,Carol Ellis,Personal de Laboratorio,CO,Ibagué,Diurno,Activo,2023-05-12
-3643185269341402774,Krista Wilson,Administrativo - RRHH,AR,Córdoba,Nocturno,Activo,2017-09-15
-3641676400151715262,Samantha Richardson,Médico Especialista,CO,Bogotá,Diurno,Activo,2024-01-30
-3633609617034009786,Nathan Payne,Personal de Laboratorio,CO,Ibagué,Nocturno,Activo,2025-08-02
-3631069744854606016,Ronald Potter,Enfermero/a,EC,Quito,Tarde,Activo,2019-05-11
-3605027888952465103,Mrs. Hannah Montoya MD,Auxiliar de Enfermería,AR,Buenos Aires,Administrativo,Activo,2025-08-16
-3604922708147788727,Cynthia Cochran,Farmacéutico/a,CO,Barranquilla,Nocturno,Activo,2021-12-20
-3591671087384269034,Michael Chen,Directivo / Gerencia,CO,Medellín,Tarde,Activo,2018-03-04
-3578572187594232128,Daniel Clark,Directivo / Gerencia,CO,Barranquilla,Nocturno,Activo,2017-03-19
-3567130812351707431,Douglas Ryan,Enfermero/a,CO,Bucaramanga,Diurno,Inactivo,2019-08-04
-3564279125865732692,Donna Adams,Personal de Laboratorio,CO,Ibagué,Tarde,Activo,2024-05-26
-3552402979106787998,Miss Anna Estes,Personal de Laboratorio,CO,Ibagué,Diurno,Activo,2023-10-01
-3541498406019756525,Wendy Camacho,Enfermero/a,CO,Ibagué,Administrativo,Activo,2017-10-27
-3523051325965612572,Danielle Dawson,Médico Especialista,CO,Cali,Nocturno,Activo,2024-02-19
-3516709331431058732,Megan Burns,Médico Especialista,CO,Barranquilla,Administrativo,Activo,2021-11-15
-3515091573780895932,Jason Hayes,Personal de Laboratorio,CO,Ibagué,Administrativo,Activo,2022-05-19
-3510878444994678516,Anna Robertson,Auxiliar de Enfermería,CL,Concepción,Administrativo,Activo,2019-03-08
-3489197012183905362,Jackie Clements,Directivo / Gerencia,CO,Ibagué,Diurno,Activo,2019-08-16
-3482956528936909402,Raymond Oconnor,Enfermero/a,PE,Arequipa,Administrativo,Activo,2023-04-04
-3454654841968001337,Matthew Howard,Directivo / Gerencia,CO,Ibagué,Tarde,Activo,2017-04-01
-3452101690171141303,Claudia Jordan,Enfermero/a,CO,Barranquilla,Tarde,Activo,2018-08-02
-3441794064668541126,Ronald Morgan,Personal de Laboratorio,AR,Buenos Aires,Tarde,Activo,2021-11-17
-3432607688189779789,Karina Cooper,Médico Especialista,CO,Bucaramanga,Diurno,Activo,2022-10-27
-3431916541726425714,Brett Bowers,Auxiliar de Enfermería,CO,Barranquilla,Diurno,Activo,2020-10-24
-3430228181476671086,Scott Alexander,Administrativo - Facturación,CO,Barranquilla,Diurno,Activo,2016-09-07
-3423778427404307607,Christina Barker,Personal de TI / Soporte,CO,Cali,Diurno,Activo,2017-11-12
-3423029857536520320,Caitlin Cantu,Administrativo - Facturación,CO,Medellín,Tarde,Activo,2019-02-22
-3416268822466992798,Danielle Watson,Médico Especialista,CO,Bucaramanga,Administrativo,Activo,2024-10-23
-3410612425156692000,James Torres,Enfermero/a,CO,Cali,Nocturno,Activo,2022-12-22
-3394475564896160160,Matthew Padilla,Médico Especialista,CO,Ibagué,Tarde,Activo,2016-09-08
-3389341269686508434,Casey Perez,Médico Especialista,CO,Barranquilla,Tarde,Activo,2022-10-19
-3376964954093572891,Michael Montoya,Farmacéutico/a,CO,Bucaramanga,Tarde,Activo,2025-07-28
-3373107648424519937,Carlos Jones,Farmacéutico/a,CO,Medellín,Diurno,Activo,2020-02-16
-3368573117448417731,Ashley Edwards,Personal de Laboratorio,CO,Cali,Nocturno,Activo,2024-08-09
-3356667499225569072,Raymond Mullins,Administrativo - RRHH,CO,Barranquilla,Diurno,Activo,2017-11-16
-3349231739051418496,Brenda Moreno MD,Personal de Laboratorio,CO,Bogotá,Nocturno,Activo,2022-07-12
-3341345395835449702,Nathan Fuller,Administrativo - Facturación,CO,Bucaramanga,Nocturno,Activo,2018-01-15
-3331214724103203572,Michael Heath,Médico Especialista,CO,Cali,Tarde,Activo,2017-06-16
-3329556049103765639,Paul Lawrence,Médico General,CO,Medellín,Administrativo,Activo,2020-02-19
-3325945348743430241,Emily Taylor,Auxiliar de Enfermería,CO,Cali,Diurno,Activo,2019-03-04
-3325058274312958359,Juan Greene,Administrativo - Facturación,EC,Guayaquil,Administrativo,Activo,2022-02-23
-3320186031815672213,Melissa Abbott,Médico Especialista,CL,Valparaíso,Nocturno,Activo,2022-08-09
-3319913550233644440,Joseph Hicks,Auxiliar de Enfermería,CO,Ibagué,Nocturno,Activo,2023-05-30
-3313718316974443599,Anthony Hurst,Farmacéutico/a,CO,Bogotá,Nocturno,Activo,2025-04-09
-3307925208300046282,Brian Porter MD,Médico Especialista,CO,Medellín,Nocturno,Activo,2021-06-07
-3274779373201715009,Victoria Peck,Enfermero/a,AR,Buenos Aires,Administrativo,Activo,2017-11-12
-3257515446769811546,Laura Diaz,Administrativo - RRHH,ES,Barcelona,Tarde,Inactivo,2022-10-28
-3256944296434319321,Tiffany Townsend,Farmacéutico/a,CO,Barranquilla,Nocturno,Activo,2016-10-29
-3254935580750191001,Dennis Williams,Médico General,CO,Bucaramanga,Nocturno,Activo,2017-03-22
-3243868766258092548,Katie Fuller,Administrativo - Facturación,CO,Medellín,Tarde,Activo,2021-03-09
-3215277593390961715,Michael Miller,Enfermero/a,PE,Cusco,Administrativo,Activo,2021-07-04
-3207566059332054881,Diamond Collins,Administrativo - Facturación,PE,Lima,Tarde,Activo,2021-04-12
-3192367076214551520,Robert Herrera,Enfermero/a,CO,Bogotá,Tarde,Inactivo,2020-03-12
-3173424151605461322,Sandra Becker,Auxiliar de Enfermería,CO,Barranquilla,Diurno,Activo,2017-04-10
-3157582852653265142,Monica Mathis,Enfermero/a,CO,Barranquilla,Diurno,Activo,2017-03-14
-3150600289795941697,Jeffrey Chavez,Enfermero/a,CO,Cali,Nocturno,Activo,2022-02-27
-3125158963150192092,Patrick Yang,Administrativo - RRHH,CL,Concepción,Tarde,Activo,2017-10-02
-3123223322916145190,Meredith Martin,Médico General,CO,Barranquilla,Tarde,Activo,2025-04-03
-3102638063993541607,Rachel Le,Médico Especialista,CO,Barranquilla,Diurno,Activo,2018-03-07
-3096960018599146710,Richard Adams,Enfermero/a,CO,Bogotá,Tarde,Activo,2024-08-27
-3078258525548888329,Alyssa Roman,Farmacéutico/a,CO,Medellín,Nocturno,Activo,2019-02-16
-3070954132687810180,Michael Ray,Administrativo - Facturación,ES,Sevilla,Administrativo,Activo,2017-05-16
-3068677005804985801,Ian Porter,Directivo / Gerencia,CO,Barranquilla,Diurno,Activo,2021-10-12
-3061010256777111522,David Garcia,Enfermero/a,PE,Cusco,Tarde,Activo,2021-11-04
-3060321226781415798,Crystal Hicks,Enfermero/a,CO,Bucaramanga,Tarde,Activo,2017-01-27
-3055646655678672363,Dana Ruiz,Médico Especialista,CO,Bogotá,Nocturno,Activo,2020-02-15
-3052691146473466992,Timothy Mathews,Auxiliar de Enfermería,CO,Ibagué,Tarde,Activo,2021-08-27
-3050123317895186957,Natalie Barnes,Directivo / Gerencia,CO,Barranquilla,Tarde,Activo,2019-07-29
-3049080371571242699,Nathan Nelson,Farmacéutico/a,CO,Barranquilla,Tarde,Activo,2017-05-19
-3040675008667209606,Jonathan Winters,Auxiliar de Enfermería,CO,Bogotá,Tarde,Activo,2018-04-17
-2992957567345990997,Vicki Finley,Enfermero/a,CO,Cali,Tarde,Activo,2017-04-19
-2990947341234257793,Douglas Kirk,Personal de TI / Soporte,CO,Cali,Tarde,Activo,2019-08-16
-2967518135017395674,Aimee Gonzalez,Auxiliar de Enfermería,CO,Barranquilla,Nocturno,Activo,2021-10-02
-2959045340319798321,Marcus Marshall,Médico Especialista,CO,Barranquilla,Nocturno,Activo,2022-01-01
-2952314765343024142,Raymond Gonzalez DVM,Enfermero/a,PE,Cusco,Diurno,Activo,2023-07-10
-2925965252801142202,Aaron Ortiz,Médico Especialista,US,Los Ángeles,Nocturno,Activo,2018-10-10
-2924493246513420078,Ryan Wiley,Médico General,CO,Bucaramanga,Administrativo,Activo,2025-03-27
-2923795445098048008,Matthew Sweeney,Médico Especialista,MX,Guadalajara,Diurno,Activo,2023-03-23
-2923443481716282410,Joseph Allen,Enfermero/a,MX,Puebla,Tarde,Activo,2021-02-08
-2896171654966941058,Zachary Dawson,Auxiliar de Enfermería,EC,Quito,Diurno,Activo,2017-07-07
-2894172823157803283,Stephanie Meyer,Enfermero/a,CO,Cali,Nocturno,Activo,2022-12-26
-2883240843621272236,William Miller,Enfermero/a,CO,Barranquilla,Diurno,Inactivo,2017-07-16
-2869583218590165768,Robert Jones,Personal de TI / Soporte,CO,Barranquilla,Nocturno,Activo,2021-10-15
-2863469939002116925,Victor Young,Personal de Laboratorio,AR,Buenos Aires,Diurno,Activo,2019-01-10
-2854701823770706750,Robert Haynes,Auxiliar de Enfermería,MX,Puebla,Tarde,Activo,2023-04-19
-2844816536811902131,Dillon Jones,Enfermero/a,CO,Cali,Administrativo,Activo,2018-07-03
-2843367965409669087,Lauren Moore,Administrativo - RRHH,CO,Bucaramanga,Tarde,Activo,2018-02-27
-2837216035539644344,Jason Herrera,Médico General,MX,Puebla,Administrativo,Activo,2025-05-11
-2815784001092341511,Eric Baker,Enfermero/a,AR,Rosario,Administrativo,Activo,2017-10-04
-2805711686227466436,Michael Mckenzie,Personal de TI / Soporte,CO,Medellín,Administrativo,Activo,2022-12-13
-2803305276109255027,Russell Murphy,Auxiliar de Enfermería,CO,Barranquilla,Diurno,Activo,2017-07-01
-2800076188161710066,Henry Palmer,Personal de Laboratorio,CO,Medellín,Nocturno,Activo,2022-10-09
-2786290333500620188,William Johnson,Auxiliar de Enfermería,CO,Ibagué,Diurno,Activo,2020-04-26
-2769351562030103941,Paul Wright,Farmacéutico/a,CO,Ibagué,Tarde,Activo,2020-11-01
-2745089974855741347,Brenda Smith,Enfermero/a,MX,Ciudad de México,Administrativo,Activo,2024-02-25
-2731432115232128548,Mrs. Samantha Watson,Médico General,EC,Guayaquil,Nocturno,Activo,2022-05-08
-2710412055627226420,Lauren Green,Enfermero/a,CO,Ibagué,Tarde,Activo,2023-12-29
-2632635978858739282,Austin Orr,Médico General,CO,Ibagué,Tarde,Inactivo,2020-09-01
-2625791760263277949,Taylor Calderon,Administrativo - RRHH,CO,Bucaramanga,Nocturno,Activo,2019-08-30
-2571406608891345960,Joel Jackson,Enfermero/a,CO,Bogotá,Nocturno,Activo,2021-11-04
-2565140637287338020,Jennifer Johnson,Auxiliar de Enfermería,CO,Bogotá,Tarde,Activo,2022-10-29
-2562795603081105045,Daniel Lopez,Personal de Laboratorio,CO,Bucaramanga,Administrativo,Activo,2019-03-13
-2556632969075209339,Amanda Harvey,Personal de Laboratorio,CO,Barranquilla,Diurno,Activo,2018-11-21
-2549238288696119347,Jason Pierce,Enfermero/a,CO,Medellín,Diurno,Activo,2017-03-24
-2538701610960713419,Chad Gonzalez,Enfermero/a,CO,Barranquilla,Nocturno,Activo,2024-08-21
-2534279435724673745,Lydia Pham,Directivo / Gerencia,ES,Barcelona,Administrativo,Activo,2023-10-31
-2528948060083144547,Rachael Howard DDS,Farmacéutico/a,CO,Bogotá,Diurno,Activo,2021-01-15
-2519234815285446229,Kathryn Price,Administrativo - Facturación,CO,Cali,Diurno,Activo,2018-04-19
-2507923159457119198,Daniel Huang,Personal de TI / Soporte,PE,Arequipa,Diurno,Activo,2023-09-08
-2499523773393637499,William Moreno,Personal de Laboratorio,CO,Cali,Administrativo,Activo,2023-07-31
-2489581495004725992,Dr. Ariel Sandoval MD,Médico General,CO,Medellín,Diurno,Activo,2024-01-10
-2482634349135318774,Amy Davies,Auxiliar de Enfermería,CO,Barranquilla,Tarde,Activo,2018-08-27
-2481196237512626642,Rebecca Kelly,Médico Especialista,CO,Cali,Administrativo,Activo,2024-03-25
-2474668688388808075,Casey Watkins,Farmacéutico/a,CO,Cali,Diurno,Activo,2023-12-08
-2463399172710751480,Suzanne Johnson,Personal de TI / Soporte,CO,Barranquilla,Tarde,Activo,2022-12-25
-2455785322283114320,Kristy Hart,Auxiliar de Enfermería,CO,Cali,Tarde,Activo,2018-05-16
-2452732241378246616,Sierra Vasquez MD,Enfermero/a,CO,Barranquilla,Nocturno,Activo,2021-02-03
-2440999662565041620,David Robinson,Médico Especialista,CO,Cali,Tarde,Activo,2021-06-01
-2437383745936308455,Thomas Harris,Personal de TI / Soporte,CO,Bogotá,Tarde,Activo,2017-11-07
-2408323791646015013,Tamara Richard,Médico Especialista,CO,Barranquilla,Diurno,Activo,2019-08-04
-2403590297741757191,Kevin Stark,Médico Especialista,CO,Bogotá,Nocturno,Activo,2023-08-25
-2388674848718035623,Shannon Yu,Médico General,ES,Madrid,Nocturno,Activo,2020-01-15
-2387814097411376505,Jennifer Garcia,Médico Especialista,CO,Cali,Diurno,Activo,2019-05-24
-2374043095403224427,Christopher Fry,Enfermero/a,CO,Medellín,Tarde,Activo,2023-10-21
-2359961351995638770,Marie Thompson,Auxiliar de Enfermería,CO,Bucaramanga,Administrativo,Activo,2025-05-25
-2331932492707340260,Tanya Buchanan,Enfermero/a,CO,Bogotá,Diurno,Activo,2018-09-08
-2331534120390165248,Casey Parker,Médico Especialista,CL,Concepción,Diurno,Activo,2022-11-16
-2325660744846379128,Nicholas Rush,Médico Especialista,CO,Bogotá,Tarde,Activo,2025-03-20
-2321660336407990860,Zachary Sanford,Enfermero/a,CO,Bogotá,Diurno,Activo,2016-12-20
-2318666304108012720,Tammy Ponce,Médico Especialista,PE,Lima,Diurno,Activo,2018-09-01
-2318369015099634361,Taylor Taylor,Farmacéutico/a,MX,Guadalajara,Tarde,Inactivo,2023-05-21
-2314864719127029021,William Jackson,Médico General,CO,Bogotá,Diurno,Activo,2024-08-24
-2291025849588171677,Michael Fowler,Enfermero/a,CO,Ibagué,Tarde,Activo,2024-08-28
-2263397586958738368,Derek Wright,Enfermero/a,CO,Medellín,Nocturno,Activo,2017-04-15
-2258067685748186790,Brian Smith,Enfermero/a,CO,Medellín,Tarde,Activo,2020-02-25
-2245715695752601725,Tracy Wilkerson,Médico Especialista,CO,Medellín,Diurno,Activo,2021-02-11
-2208759754635467369,Joshua Garcia,Médico Especialista,CO,Barranquilla,Nocturno,Activo,2020-12-29
-2208488904250073404,Marilyn Mcdaniel,Administrativo - RRHH,MX,Ciudad de México,Diurno,Activo,2018-02-21
-2207308071076767305,Ryan Phillips,Médico Especialista,CO,Ibagué,Nocturno,Activo,2019-07-19
-2205296933949070639,Angela Jackson,Auxiliar de Enfermería,CO,Medellín,Tarde,Activo,2020-01-22
-2198822063635563718,Kimberly Villanueva,Auxiliar de Enfermería,CO,Barranquilla,Nocturno,Activo,2017-07-08
-2173313932129066383,Lisa Webb,Enfermero/a,CO,Bucaramanga,Diurno,Activo,2016-12-15
